promo_id,article_no,store_id,start_date,end_date,offer_type,discount_pct,promo_channel,has_endcap,on_promo_bay,brand,category,sub_category
ZKICWM,200686,S001,2024-07-03,2024-07-09,25% Off,25.0,Catalog,False,False,CERBrand01C,Breakfast,Cereals
PEQYDB,200704,S001,2024-07-03,2024-07-09,40% Off,40.0,Catalog,True,True,CERBrand05C,Breakfast,Cereals
PGVV4Z,200705,S001,2024-07-03,2024-07-09,40% Off,40.0,Catalog,True,True,CERBrand05C,Breakfast,Cereals
WL3ZYT,200706,S001,2024-07-03,2024-07-09,40% Off,40.0,Catalog,True,True,CERBrand05C,Breakfast,Cereals
91QE37,200707,S001,2024-07-03,2024-07-09,40% Off,40.0,Catalog,True,True,CERBrand05C,Breakfast,Cereals
QQYZQI,200708,S001,2024-07-03,2024-07-09,40% Off,40.0,Catalog,True,True,CERBrand05C,Breakfast,Cereals
I4W6OZ,200744,S001,2024-07-03,2024-07-09,Half Price,50.0,Catalog,True,True,OATBrand04O,Breakfast,Oats
X25QBR,200745,S001,2024-07-03,2024-07-09,Half Price,50.0,Catalog,True,True,OATBrand04O,Breakfast,Oats
MQG1VE,200746,S001,2024-07-03,2024-07-09,Half Price,50.0,Catalog,True,True,OATBrand04O,Breakfast,Oats
D32LX2,200747,S001,2024-07-03,2024-07-09,Half Price,50.0,Catalog,True,True,OATBrand04O,Breakfast,Oats
TOOWT9,200741,S001,2024-07-03,2024-07-09,40% Off,40.0,Catalog,True,True,OATBrand03O,Breakfast,Oats
NM3V2P,200742,S001,2024-07-03,2024-07-09,40% Off,40.0,Catalog,True,True,OATBrand03O,Breakfast,Oats
2TIXC7,200743,S001,2024-07-03,2024-07-09,40% Off,40.0,Catalog,True,True,OATBrand03O,Breakfast,Oats
URVQT3,200054,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,CHIBrand09C,Snacks,Chips
G8CD31,200055,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,CHIBrand09C,Snacks,Chips
NRXD35,200056,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,CHIBrand09C,Snacks,Chips
6WAFFT,200057,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,CHIBrand09C,Snacks,Chips
OUHYLU,200058,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,CHIBrand09C,Snacks,Chips
6K7P9M,200059,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,CHIBrand09C,Snacks,Chips
DA9OEK,200060,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,CHIBrand09C,Snacks,Chips
NTBZ3M,200047,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,CHIBrand08C,Snacks,Chips
55IZOL,200048,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,CHIBrand08C,Snacks,Chips
NNTXRG,200049,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,CHIBrand08C,Snacks,Chips
N74F9Y,200050,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,CHIBrand08C,Snacks,Chips
ECAZRP,200051,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,CHIBrand08C,Snacks,Chips
9DXOQ2,200052,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,CHIBrand08C,Snacks,Chips
VPGSTQ,200053,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,CHIBrand08C,Snacks,Chips
MGVU4I,200073,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,True,BISBrand02B,Snacks,Biscuits
SOTN9U,200074,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,True,BISBrand02B,Snacks,Biscuits
ZERYF0,200075,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,True,BISBrand02B,Snacks,Biscuits
992QC6,200076,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,True,BISBrand02B,Snacks,Biscuits
DR08CW,200077,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,True,BISBrand02B,Snacks,Biscuits
2LBM2Q,200078,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,True,BISBrand02B,Snacks,Biscuits
SQ0P82,200079,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,BISBrand03B,Snacks,Biscuits
KB700U,200080,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,BISBrand03B,Snacks,Biscuits
CRGB93,200081,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,BISBrand03B,Snacks,Biscuits
WKCS4K,200082,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,BISBrand03B,Snacks,Biscuits
EK4AEG,200083,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,BISBrand03B,Snacks,Biscuits
VFQ3JZ,200084,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,BISBrand03B,Snacks,Biscuits
R25MDF,200085,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,BISBrand03B,Snacks,Biscuits
7FR91I,200165,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,False,NUTBrand05N,Snacks,Nuts
PWH0MX,200166,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,False,NUTBrand05N,Snacks,Nuts
1EGOK0,200167,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,False,NUTBrand05N,Snacks,Nuts
1TNZRF,200168,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,False,NUTBrand05N,Snacks,Nuts
5A7QY8,200207,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,CHOBrand07C,Confectionery,Chocolate
YB7W8P,200208,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,CHOBrand07C,Confectionery,Chocolate
74MJDX,200209,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,CHOBrand07C,Confectionery,Chocolate
O100VH,200210,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,CHOBrand07C,Confectionery,Chocolate
MYGTY3,200211,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,CHOBrand07C,Confectionery,Chocolate
ADDQHK,200212,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,CHOBrand07C,Confectionery,Chocolate
GAD7X4,200213,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,CHOBrand08C,Confectionery,Chocolate
8WZE4E,200214,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,CHOBrand08C,Confectionery,Chocolate
X6U86Z,200215,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,CHOBrand08C,Confectionery,Chocolate
JQ7W7J,200216,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,CHOBrand08C,Confectionery,Chocolate
P61LFC,200217,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,CHOBrand08C,Confectionery,Chocolate
1NLC8J,200218,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,CHOBrand08C,Confectionery,Chocolate
PR7VGR,200278,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,LOLBrand08L,Confectionery,Lollies
F1HX6Z,200279,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,LOLBrand08L,Confectionery,Lollies
DCUJQ6,200280,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,LOLBrand08L,Confectionery,Lollies
FX7XJZ,200281,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,LOLBrand08L,Confectionery,Lollies
6US7RP,200282,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,LOLBrand08L,Confectionery,Lollies
422TA8,200283,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,LOLBrand08L,Confectionery,Lollies
3RU7MY,200291,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,LOLBrand10L,Confectionery,Lollies
OW8DT8,200292,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,LOLBrand10L,Confectionery,Lollies
CQ1XGB,200293,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,LOLBrand10L,Confectionery,Lollies
NGZ6WM,200294,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,LOLBrand10L,Confectionery,Lollies
DW0FGZ,200295,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,LOLBrand10L,Confectionery,Lollies
VRCTLT,200296,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,LOLBrand10L,Confectionery,Lollies
4Q9BC2,200386,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,False,YOGBrand01Y,Dairy,Yoghurt
BE3YQY,200387,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,False,YOGBrand01Y,Dairy,Yoghurt
5FU7BF,200388,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,False,YOGBrand01Y,Dairy,Yoghurt
XQ7BZE,200389,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,False,YOGBrand01Y,Dairy,Yoghurt
GBL2QG,200390,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,False,YOGBrand01Y,Dairy,Yoghurt
V3DR2H,200410,S001,2024-07-10,2024-07-16,30% Off,30.0,Catalog,False,False,YOGBrand06Y,Dairy,Yoghurt
2P39YL,200411,S001,2024-07-10,2024-07-16,30% Off,30.0,Catalog,False,False,YOGBrand06Y,Dairy,Yoghurt
9UE421,200412,S001,2024-07-10,2024-07-16,30% Off,30.0,Catalog,False,False,YOGBrand06Y,Dairy,Yoghurt
VMEFOZ,200413,S001,2024-07-10,2024-07-16,30% Off,30.0,Catalog,False,False,YOGBrand06Y,Dairy,Yoghurt
TP7BD4,200414,S001,2024-07-10,2024-07-16,30% Off,30.0,Catalog,False,False,YOGBrand06Y,Dairy,Yoghurt
W1ARAG,200415,S001,2024-07-10,2024-07-16,30% Off,30.0,Catalog,False,False,CHEBrand01C,Dairy,Cheese
DX5O31,200416,S001,2024-07-10,2024-07-16,30% Off,30.0,Catalog,False,False,CHEBrand01C,Dairy,Cheese
YHXSO7,200417,S001,2024-07-10,2024-07-16,30% Off,30.0,Catalog,False,False,CHEBrand01C,Dairy,Cheese
VBGR8W,200425,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,False,CHEBrand04C,Dairy,Cheese
2MAIET,200426,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,False,CHEBrand04C,Dairy,Cheese
DN1TH1,200427,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,False,CHEBrand04C,Dairy,Cheese
XJG2Y8,200457,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,DIPBrand06D,Dairy,Dips
RGYBXK,200458,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,DIPBrand06D,Dairy,Dips
PM21B0,200459,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,DIPBrand06D,Dairy,Dips
7G2RE6,200453,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,DIPBrand05D,Dairy,Dips
ZVLHYL,200454,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,DIPBrand05D,Dairy,Dips
2LD05N,200455,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,DIPBrand05D,Dairy,Dips
HQR6F7,200456,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,DIPBrand05D,Dairy,Dips
QNEZW9,200534,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,False,TOOBrand01T,Toiletries,Toothpaste
HEYCE4,200535,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,False,TOOBrand01T,Toiletries,Toothpaste
QGM5V2,200536,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,False,TOOBrand01T,Toiletries,Toothpaste
WWG84D,200567,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,False,DEOBrand06D,Toiletries,Deodorant
4R9V4K,200568,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,False,DEOBrand06D,Toiletries,Deodorant
00ILU6,200569,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,False,DEOBrand06D,Toiletries,Deodorant
VFUA9B,200560,S001,2024-07-10,2024-07-16,30% Off,30.0,Catalog,False,False,DEOBrand04D,Toiletries,Deodorant
Q1BTR2,200561,S001,2024-07-10,2024-07-16,30% Off,30.0,Catalog,False,False,DEOBrand04D,Toiletries,Deodorant
3QIUA0,200562,S001,2024-07-10,2024-07-16,30% Off,30.0,Catalog,False,False,DEOBrand04D,Toiletries,Deodorant
8EKXDR,200573,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,BODBrand02W,Toiletries,Body Wash
KZ40AQ,200574,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,BODBrand02W,Toiletries,Body Wash
15O2NQ,200575,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,BODBrand02W,Toiletries,Body Wash
W4C6LB,200576,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,BODBrand02W,Toiletries,Body Wash
PJ8T22,200570,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,BODBrand01W,Toiletries,Body Wash
C50B8Y,200571,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,BODBrand01W,Toiletries,Body Wash
5DNWNG,200572,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,BODBrand01W,Toiletries,Body Wash
UCZH9I,200602,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,HANBrand03W,Toiletries,Hand Wash
ER7U8H,200603,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,HANBrand03W,Toiletries,Hand Wash
0IMJYJ,200604,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,HANBrand03W,Toiletries,Hand Wash
CMRSEZ,200608,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,HANBrand05W,Toiletries,Hand Wash
YTKW28,200609,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,HANBrand05W,Toiletries,Hand Wash
37C6QC,200610,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,HANBrand05W,Toiletries,Hand Wash
6K8DJZ,200611,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,HANBrand05W,Toiletries,Hand Wash
R5SWK8,200619,S001,2024-07-10,2024-07-16,30% Off,30.0,Catalog,False,False,DISBrand02L,Cleaning,Dishwashing liquid
TEMPXK,200620,S001,2024-07-10,2024-07-16,30% Off,30.0,Catalog,False,False,DISBrand02L,Cleaning,Dishwashing liquid
C5I8XO,200621,S001,2024-07-10,2024-07-16,30% Off,30.0,Catalog,False,False,DISBrand02L,Cleaning,Dishwashing liquid
MXLVZ4,200622,S001,2024-07-10,2024-07-16,30% Off,30.0,Catalog,False,False,DISBrand02L,Cleaning,Dishwashing liquid
QKE2GJ,200652,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,DISBrand06T,Cleaning,Dishwashing tablet
R81BMQ,200653,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,DISBrand06T,Cleaning,Dishwashing tablet
F7ZK94,200654,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,DISBrand06T,Cleaning,Dishwashing tablet
YXFIBL,200655,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,DISBrand06T,Cleaning,Dishwashing tablet
EJGUBL,200648,S001,2024-07-10,2024-07-16,30% Off,30.0,Catalog,False,False,DISBrand05T,Cleaning,Dishwashing tablet
MNTFK7,200649,S001,2024-07-10,2024-07-16,30% Off,30.0,Catalog,False,False,DISBrand05T,Cleaning,Dishwashing tablet
ORFQLA,200650,S001,2024-07-10,2024-07-16,30% Off,30.0,Catalog,False,False,DISBrand05T,Cleaning,Dishwashing tablet
09LZRK,200651,S001,2024-07-10,2024-07-16,30% Off,30.0,Catalog,False,False,DISBrand05T,Cleaning,Dishwashing tablet
79UFU6,200659,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,LAUBrand02D,Cleaning,Laundry detergent
PY06FT,200660,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,LAUBrand02D,Cleaning,Laundry detergent
LO4QDB,200661,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,LAUBrand02D,Cleaning,Laundry detergent
XVH7KA,200662,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,LAUBrand02D,Cleaning,Laundry detergent
TQYDSH,200656,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,LAUBrand01D,Cleaning,Laundry detergent
LV76MF,200657,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,LAUBrand01D,Cleaning,Laundry detergent
4NNKM9,200658,S001,2024-07-10,2024-07-16,Half Price,50.0,Catalog,True,True,LAUBrand01D,Cleaning,Laundry detergent
5D0P92,200693,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,False,CERBrand03C,Breakfast,Cereals
K38P6F,200694,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,False,CERBrand03C,Breakfast,Cereals
VDHR59,200695,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,False,CERBrand03C,Breakfast,Cereals
C81DO6,200696,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,False,CERBrand03C,Breakfast,Cereals
OUZ1EG,200697,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,False,CERBrand03C,Breakfast,Cereals
NTB34K,200698,S001,2024-07-10,2024-07-16,25% Off,25.0,Catalog,False,False,CERBrand03C,Breakfast,Cereals
UQAAJ8,200729,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,CERBrand10C,Breakfast,Cereals
4RX6PR,200730,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,CERBrand10C,Breakfast,Cereals
YIEJ9C,200731,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,CERBrand10C,Breakfast,Cereals
0UU5WR,200732,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,CERBrand10C,Breakfast,Cereals
YESU4F,200733,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,CERBrand10C,Breakfast,Cereals
CL5EFJ,200734,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,CERBrand10C,Breakfast,Cereals
P6MKT7,200738,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,OATBrand02O,Breakfast,Oats
S1GD1T,200739,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,OATBrand02O,Breakfast,Oats
53YKYY,200740,S001,2024-07-10,2024-07-16,40% Off,40.0,Catalog,True,True,OATBrand02O,Breakfast,Oats
DU3ASN,200735,S001,2024-07-10,2024-07-16,30% Off,30.0,Catalog,False,False,OATBrand01O,Breakfast,Oats
RM6DFH,200736,S001,2024-07-10,2024-07-16,30% Off,30.0,Catalog,False,False,OATBrand01O,Breakfast,Oats
G6W3ST,200737,S001,2024-07-10,2024-07-16,30% Off,30.0,Catalog,False,False,OATBrand01O,Breakfast,Oats
T1EQC3,200061,S001,2024-07-17,2024-07-23,40% Off,40.0,Catalog,True,True,CHIBrand10C,Snacks,Chips
7RLN36,200062,S001,2024-07-17,2024-07-23,40% Off,40.0,Catalog,True,True,CHIBrand10C,Snacks,Chips
V1MZB3,200063,S001,2024-07-17,2024-07-23,40% Off,40.0,Catalog,True,True,CHIBrand10C,Snacks,Chips
I4FIEE,200064,S001,2024-07-17,2024-07-23,40% Off,40.0,Catalog,True,True,CHIBrand10C,Snacks,Chips
CY2C11,200065,S001,2024-07-17,2024-07-23,40% Off,40.0,Catalog,True,True,CHIBrand10C,Snacks,Chips
BD2SCE,200066,S001,2024-07-17,2024-07-23,40% Off,40.0,Catalog,True,True,CHIBrand10C,Snacks,Chips
JCY127,200026,S001,2024-07-17,2024-07-23,Half Price,50.0,Catalog,True,True,CHIBrand05C,Snacks,Chips
H6GMD4,200027,S001,2024-07-17,2024-07-23,Half Price,50.0,Catalog,True,True,CHIBrand05C,Snacks,Chips
78MFS0,200028,S001,2024-07-17,2024-07-23,Half Price,50.0,Catalog,True,True,CHIBrand05C,Snacks,Chips
IUDUAH,200029,S001,2024-07-17,2024-07-23,Half Price,50.0,Catalog,True,True,CHIBrand05C,Snacks,Chips
GK6T9D,200030,S001,2024-07-17,2024-07-23,Half Price,50.0,Catalog,True,True,CHIBrand05C,Snacks,Chips
HSZNVP,200031,S001,2024-07-17,2024-07-23,Half Price,50.0,Catalog,True,True,CHIBrand05C,Snacks,Chips
8GMNHI,200032,S001,2024-07-17,2024-07-23,Half Price,50.0,Catalog,True,True,CHIBrand05C,Snacks,Chips
E9EDE1,200141,S001,2024-07-17,2024-07-23,Half Price,50.0,Catalog,True,True,BISBrand12B,Snacks,Biscuits
ZUBLEK,200142,S001,2024-07-17,2024-07-23,Half Price,50.0,Catalog,True,True,BISBrand12B,Snacks,Biscuits
VL9PTK,200143,S001,2024-07-17,2024-07-23,Half Price,50.0,Catalog,True,True,BISBrand12B,Snacks,Biscuits
4GC4RY,200144,S001,2024-07-17,2024-07-23,Half Price,50.0,Catalog,True,True,BISBrand12B,Snacks,Biscuits
G9RDPX,200145,S001,2024-07-17,2024-07-23,Half Price,50.0,Catalog,True,True,BISBrand12B,Snacks,Biscuits
DFOVD7,200146,S001,2024-07-17,2024-07-23,Half Price,50.0,Catalog,True,True,BISBrand12B,Snacks,Biscuits
9C9MV9,200147,S001,2024-07-17,2024-07-23,Half Price,50.0,Catalog,True,True,BISBrand12B,Snacks,Biscuits
E40KZU,200093,S001,2024-07-17,2024-07-23,30% Off,30.0,Catalog,False,True,BISBrand05B,Snacks,Biscuits
J2XORV,200094,S001,2024-07-17,2024-07-23,30% Off,30.0,Catalog,False,True,BISBrand05B,Snacks,Biscuits
ORK1DJ,200095,S001,2024-07-17,2024-07-23,30% Off,30.0,Catalog,False,True,BISBrand05B,Snacks,Biscuits
RWEDBC,200096,S001,2024-07-17,2024-07-23,30% Off,30.0,Catalog,False,True,BISBrand05B,Snacks,Biscuits
Y8NYFW,200097,S001,2024-07-17,2024-07-23,30% Off,30.0,Catalog,False,True,BISBrand05B,Snacks,Biscuits
DC112H,200098,S001,2024-07-17,2024-07-23,30% Off,30.0,Catalog,False,True,BISBrand05B,Snacks,Biscuits
XRJM4T,200099,S001,2024-07-17,2024-07-23,30% Off,30.0,Catalog,False,True,BISBrand05B,Snacks,Biscuits
8BP6NL,200161,S001,2024-07-17,2024-07-23,Half Price,50.0,Catalog,True,True,NUTBrand04N,Snacks,Nuts
NQBU4K,200162,S001,2024-07-17,2024-07-23,Half Price,50.0,Catalog,True,True,NUTBrand04N,Snacks,Nuts
ZREZRD,200163,S001,2024-07-17,2024-07-23,Half Price,50.0,Catalog,True,True,NUTBrand04N,Snacks,Nuts
YXYUR4,200164,S001,2024-07-17,2024-07-23,Half Price,50.0,Catalog,True,True,NUTBrand04N,Snacks,Nuts
SOR8WM,200148,S001,2024-07-17,2024-07-23,40% Off,40.0,Catalog,True,True,NUTBrand01N,Snacks,Nuts
9LBB4M,200149,S001,2024-07-17,2024-07-23,40% Off,40.0,Catalog,True,True,NUTBrand01N,Snacks,Nuts
0A6MDM,200150,S001,2024-07-17,2024-07-23,40% Off,40.0,Catalog,True,True,NUTBrand01N,Snacks,Nuts
MMXIXV,200151,S001,2024-07-17,2024-07-23,40% Off,40.0,Catalog,True,True,NUTBrand01N,Snacks,Nuts
6CKMAL,200226,S001,2024-07-17,2024-07-23,40% Off,40.0,Catalog,True,True,CHOBrand10C,Confectionery,Chocolate
Q5U6JZ,200227,S001,2024-07-17,2024-07-23,40% Off,40.0,Catalog,True,True,CHOBrand10C,Confectionery,Chocolate
V9NOU3,200228,S001,2024-07-17,2024-07-23,40% Off,40.0,Catalog,True,True,CHOBrand10C,Confectionery,Chocolate
DYMS1M,200229,S001,2024-07-17,2024-07-23,40% Off,40.0,Catalog,True,True,CHOBrand10C,Confectionery,Chocolate
WNPR42,200230,S001,2024-07-17,2024-07-23,40% Off,40.0,Catalog,True,True,CHOBrand10C,Confectionery,Chocolate
4TKB9O,200231,S001,2024-07-17,2024-07-23,40% Off,40.0,Catalog,True,True,CHOBrand10C,Confectionery,Chocolate
I0D4DM,200181,S001,2024-07-17,2024-07-23,30% Off,30.0,Catalog,False,False,CHOBrand03C,Confectionery,Chocolate
C2RH2X,200182,S001,2024-07-17,2024-07-23,30% Off,30.0,Catalog,False,False,CHOBrand03C,Confectionery,Chocolate
K2PTHO,200183,S001,2024-07-17,2024-07-23,30% Off,30.0,Catalog,False,False,CHOBrand03C,Confectionery,Chocolate
WQ1GAZ,200184,S001,2024-07-17,2024-07-23,30% Off,30.0,Catalog,False,False,CHOBrand03C,Confectionery,Chocolate
5UH80Q,200185,S001,2024-07-17,2024-07-23,30% Off,30.0,Catalog,False,False,CHOBrand03C,Confectionery,Chocolate
7TW1PU,200186,S001,2024-07-17,2024-07-23,30% Off,30.0,Catalog,False,False,CHOBrand03C,Confectionery,Chocolate
WSNFFY,200187,S001,2024-07-17,2024-07-23,30% Off,30.0,Catalog,False,False,CHOBrand03C,Confectionery,Chocolate
KPL3CH,200271,S001,2024-07-17,2024-07-23,30% Off,30.0,Catalog,False,False,LOLBrand07L,Confectionery,Lollies
O3XJVO,200272,S001,2024-07-17,2024-07-23,30% Off,30.0,Catalog,False,False,LOLBrand07L,Confectionery,Lollies
EGI3QU,200273,S001,2024-07-17,2024-07-23,30% Off,30.0,Catalog,False,False,LOLBrand07L,Confectionery,Lollies
PXBFEJ,200274,S001,2024-07-17,2024-07-23,30% Off,30.0,Catalog,False,False,LOLBrand07L,Confectionery,Lollies
2XG48R,200275,S001,2024-07-17,2024-07-23,30% Off,30.0,Catalog,False,False,LOLBrand07L,Confectionery,Lollies
A4DV56,200276,S001,2024-07-17,2024-07-23,30% Off,30.0,Catalog,False,False,LOLBrand07L,Confectionery,Lollies
ONXD70,200277,S001,2024-07-17,2024-07-23,30% Off,30.0,Catalog,False,False,LOLBrand07L,Confectionery,Lollies
FE07S3,200252,S001,2024-07-17,2024-07-23,25% Off,25.0,Catalog,False,False,LOLBrand04L,Confectionery,Lollies
87J5IE,200253,S001,2024-07-17,2024-07-23,25% Off,25.0,Catalog,False,False,LOLBrand04L,Confectionery,Lollies
3LVO0I,200254,S001,2024-07-17,2024-07-23,25% Off,25.0,Catalog,False,False,LOLBrand04L,Confectionery,Lollies
PFG8PJ,200255,S001,2024-07-17,2024-07-23,25% Off,25.0,Catalog,False,False,LOLBrand04L,Confectionery,Lollies
VRN8LP,200256,S001,2024-07-17,2024-07-23,25% Off,25.0,Catalog,False,False,LOLBrand04L,Confectionery,Lollies
Y857NZ,200257,S001,2024-07-17,2024-07-23,25% Off,25.0,Catalog,False,False,LOLBrand04L,Confectionery,Lollies
3A8V4X,200304,S001,2024-07-17,2024-07-23,40% Off,40.0,Catalog,True,True,SOFBrand01D,Beverages,Soft Drinks
7Y2ITL,200305,S001,2024-07-17,2024-07-23,40% Off,40.0,Catalog,True,True,SOFBrand01D,Beverages,Soft Drinks
8N3E54,200306,S001,2024-07-17,2024-07-23,40% Off,40.0,Catalog,True,True,SOFBrand01D,Beverages,Soft Drinks
